Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,None,None,0,0,72,1,NaN,0.0,0.6041666666666666,0.0
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,RandomForest,None,None,0,0,44,5,NaN,0.0,0.6840909090909091,0.0
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,RandomForest,None,None,0,0,44,5,NaN,0.0,0.6840909090909091,0.0
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,RandomForest,None,None,0,0,64,7,NaN,0.0,0.578125,0.0
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,RandomForest,None,None,0,0,3,4,NaN,0.0,0.5,0.0
20,0.9779005524861878,0.0748587570621469,0.1875,RandomForest,None,None,0,0,13,3,NaN,0.0,0.6923076923076923,0.0
3,0.270042194092827,0.015625,0.09248554913294797,NaiveBayes,None,None,0,0,157,16,NaN,0.0,0.20043789808917198,0.0
4,0.915057915057915,0.07172995780590717,0.13636363636363635,NaiveBayes,None,None,0,2,17,3,0.0,0.0,0.5964912280701754,-0.12244897959183688
5,0.9847908745247148,0.07722007722007722,0.25,NaiveBayes,None,None,0,0,3,1,NaN,0.0,0.0,0.0
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,NaiveBayes,None,None,0,1,29,1,0.0,0.0,0.0,-0.03333333333333482
9,0.84251968503937,0.06853582554517133,0.016666666666666666,NaiveBayes,None,None,0,5,54,1,0.0,0.0,0.0,-0.028571428571428473
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,NaiveBayes,None,None,0,1,56,11,0.0,0.0,0.7894736842105263,-0.02770780856423167
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,NaiveBayes,None,None,0,5,46,2,0.0,0.0,0.4803921568627451,-0.05698005698005682
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,None,None,0,3,69,1,0.0,0.0,0.7222222222222222,-0.02097902097902156
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,None,None,0,3,69,1,0.0,0.0,0.7222222222222222,-0.02097902097902156
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,None,None,0,3,69,1,0.0,0.0,0.7222222222222222,-0.02097902097902156
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,NaiveBayes,None,None,0,0,44,5,NaN,0.0,0.42272727272727273,0.0
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,NaiveBayes,None,None,0,0,44,5,NaN,0.0,0.42272727272727273,0.0
